CASE_ID,FARM_ID,region,regname,respondent,Sex,Age,highest_Degree,Farm_area(ha),respondant_region,resident_type
4795275,1690,Central,Dnipropetrovsk,Relative of owner but not household member,Male,57,Higher (master degree or PhD),72,Dnipropetrovska Oblast,Village
6299294,11578,Central,Dnipropetrovsk,,,,,96,Dnipropetrovska Oblast,Urban-type settlement (SMT)
4910520,6134,Central,Dnipropetrovsk,,,,,72,Dnipropetrovska Oblast,Village
4905398,6907,Central,Dnipropetrovsk,,,,,70,Dnipropetrovska Oblast,Village
5026527,6300,Central,Dnipropetrovsk,,,,,50,Dnipropetrovska Oblast,Village
4939315,3837,Central,Dnipropetrovsk,Manager without any relationship to owner,Female,42,Higher (master degree or PhD),6800,Dnipropetrovska Oblast,Urban-type settlement (SMT)
4958043,5903,Central,Dnipropetrovsk,Manager without any relationship to owner,Female,48,Higher (master degree or PhD),95,Dnipropetrovska Oblast,Town 50 - 99 000 inhabitants
4813800,2408,Central,Dnipropetrovsk,,,,,606,Dnipropetrovska Oblast,Village
4785750,3725,Central,Dnipropetrovsk,,,,,112,Dnipropetrovska Oblast,Town up to 20 000 inhabitants
4810531,3364,Central,Dnipropetrovsk,,,,,980,Dnipropetrovska Oblast,Town 20 - 49 000 inhabitants
4881200,1175,Central,Dnipropetrovsk,,,,,97,Dnipropetrovska Oblast,Village
4919077,2507,Central,Dnipropetrovsk,,,,,69,Dnipropetrovska Oblast,Urban-type settlement (SMT)
5020549,8592,Central,Dnipropetrovsk,,,,,119,Dnipropetrovska Oblast,Urban-type settlement (SMT)
4907825,5929,Central,Dnipropetrovsk,,,,,115,Dnipropetrovska Oblast,Village
4844024,1618,Central,Dnipropetrovsk,Manager without any relationship to owner,Male,52,Higher (master degree or PhD),65,Dnipropetrovska Oblast,Village
4875436,4379,Central,Dnipropetrovsk,,,,,70,Dnipropetrovska Oblast,Urban-type settlement (SMT)
6381426,10816,Central,Dnipropetrovsk,Relative of owner but not household member,Male,22,Higher (master degree or PhD),2000,Dnipropetrovska Oblast,Village
6298177,11651,Central,Dnipropetrovsk,,,,,50,Dnipropetrovska Oblast,Urban-type settlement (SMT)
4864809,111,Central,Dnipropetrovsk,,,,,120,Dnipropetrovska Oblast,City 500 000 + inhabitants
4905829,6404,Central,Dnipropetrovsk,,,,,312,Dnipropetrovska Oblast,Village
6299969,11361,Central,Dnipropetrovsk,,,,,150,Dnipropetrovska Oblast,Village
4826595,2461,Central,Dnipropetrovsk,,,,,36,Dnipropetrovska Oblast,Village
4921804,6324,Central,Dnipropetrovsk,,,,,4,Dnipropetrovska Oblast,Village
6461366,11138,Central,Dnipropetrovsk,,,,,82,Dnipropetrovska Oblast,Urban-type settlement (SMT)
4778087,2134,Central,Dnipropetrovsk,,,,,160,Dnipropetrovska Oblast,Village
4905225,5797,Central,Dnipropetrovsk,,,,,84,Dnipropetrovska Oblast,Town 20 - 49 000 inhabitants
4949996,7310,Central,Dnipropetrovsk,,,,,140,Dnipropetrovska Oblast,City 100-499 000 inhabitants
4795097,477,East,Donetsk,Manager without any relationship to owner,Female,50,Higher (master degree or PhD),17,Donetska Oblast,Village
6401328,3913,East,Donetsk,Relative of owner but not household member,Female,42,Higher (master degree or PhD),2000,Donetska Oblast,Town 20 - 49 000 inhabitants
4817281,2460,East,Donetsk,,,,,6,Donetska Oblast,Village
4791397,1164,West,Ivano-Frankivsk,,,,,10,Ivano-Frankivska Oblast,Village
4769054,3728,West,Ivano-Frankivsk,,,,,5,Ivano-Frankivska Oblast,Village
4842129,3528,West,Ivano-Frankivsk,,,,,92,Ivano-Frankivska Oblast,Village
4993403,7634,West,Ivano-Frankivsk,Manager without any relationship to owner,Female,60,Higher (master degree or PhD),222,Ivano-Frankivska Oblast,Village
4850851,3744,West,Ivano-Frankivsk,,,,,80,Ivano-Frankivska Oblast,Village
4897337,3711,West,Ivano-Frankivsk,,,,,1000,Ivano-Frankivska Oblast,Urban-type settlement (SMT)
4809059,3191,West,Ivano-Frankivsk,,,,,12,Ivano-Frankivska Oblast,Village
4905139,5500,West,Ivano-Frankivsk,,,,,62,Ivano-Frankivska Oblast,Village
4932499,5432,West,Ivano-Frankivsk,,,,,50,Ivano-Frankivska Oblast,Village
4863279,3703,West,Ivano-Frankivsk,,,,,76,Ivano-Frankivska Oblast,Town up to 20 000 inhabitants
6386317,9664,West,Ivano-Frankivsk,Manager without any relationship to owner,Female,57,Higher (master degree or PhD),2200,Ivano-Frankivska Oblast,Town up to 20 000 inhabitants
4905657,5839,West,Ivano-Frankivsk,,,,,50,Ivano-Frankivska Oblast,Village
4921127,5313,West,Ivano-Frankivsk,,,,,76,Ivano-Frankivska Oblast,Village
4807376,3719,West,Ivano-Frankivsk,,,,,18,Ivano-Frankivska Oblast,Village
4830541,4767,West,Ivano-Frankivsk,,,,,4,Ivano-Frankivska Oblast,Village
4796098,1142,West,Ivano-Frankivsk,,,,,220,Ivano-Frankivska Oblast,Village
4958633,6707,West,Ivano-Frankivsk,,,,,300,Ivano-Frankivska Oblast,Town up to 20 000 inhabitants
4870227,2809,West,Ivano-Frankivsk,,,,,80,Ivano-Frankivska Oblast,Village
4985442,7782,West,Ivano-Frankivsk,Manager without any relationship to owner,Male,39,Base higher (bachelor degree),1400,Ivano-Frankivska Oblast,Village
6289515,11596,West,Ivano-Frankivsk,Manager without any relationship to owner,Male,60,Higher (master degree or PhD),50,Ivano-Frankivska Oblast,Village
4815283,2096,West,Ivano-Frankivsk,,,,,2000,Ivano-Frankivska Oblast,Village
6289521,11547,West,Ivano-Frankivsk,Manager without any relationship to owner,Female,35,Higher (master degree or PhD),1324,Ivano-Frankivska Oblast,City 500 000 + inhabitants
5004521,3293,East,Kharkiv,Relative of owner but not household member,Female,41,Higher (master degree or PhD),112,Kharkivska Oblast,Village
4841958,4151,East,Kharkiv,,,,,250,Kharkivska Oblast,Village
4899193,6865,East,Kharkiv,,,,,28,Kharkivska Oblast,Village
6371962,10154,East,Kharkiv,,,,,200,Kharkivska Oblast,Village
5016790,5286,East,Kharkiv,,,,,46,Kharkivska Oblast,Village
6381834,11620,East,Kharkiv,Manager without any relationship to owner,Female,50,Higher (master degree or PhD),2600,Kharkivska Oblast,Town up to 20 000 inhabitants
4794798,2180,East,Kharkiv,Manager without any relationship to owner,Female,48,Higher (master degree or PhD),80,Kharkivska Oblast,Village
4849163,2903,East,Kharkiv,,,,,100,Kharkivska Oblast,Village
4795194,2025,East,Kharkiv,Relative of owner but not household member,Female,72,"Secondary special, incomplete higher (technical school, college)",65,Kharkivska Oblast,Village
4998868,6988,East,Kharkiv,,,,,70,Kharkivska Oblast,Village
6399819,3103,East,Kharkiv,,,,,97,Kharkivska Oblast,Village
6378369,10071,East,Kharkiv,Manager without any relationship to owner,Female,61,Higher (master degree or PhD),306,Kharkivska Oblast,Village
6400734,6840,East,Kharkiv,,,,,72,Kharkivska Oblast,Village
4821308,11589,East,Kharkiv,Manager without any relationship to owner,Female,44,Higher (master degree or PhD),2000,Kharkivska Oblast,Urban-type settlement (SMT)
4880764,4049,East,Kharkiv,,,,,70,Kharkivska Oblast,Village
4830054,1459,East,Kharkiv,,,,,70,Kharkivska Oblast,Village
6394288,5522,East,Kharkiv,Manager without any relationship to owner,Female,60,"Secondary special, incomplete higher (technical school, college)",103,Kharkivska Oblast,Urban-type settlement (SMT)
4910349,6903,East,Kharkiv,,,,,64,Kharkivska Oblast,Village
6372238,8058,East,Kharkiv,Manager without any relationship to owner,Female,42,Higher (master degree or PhD),1162,Kharkivska Oblast,Village
6394128,6825,East,Kharkiv,,,,,220,Kharkivska Oblast,Village
4966730,8633,East,Kharkiv,Relative of owner but not household member,Female,38,Higher (master degree or PhD),450,Kharkivska Oblast,Village
4992199,11056,East,Kharkiv,Manager without any relationship to owner,Female,57,Higher (master degree or PhD),1060,Kharkivska Oblast,Town 20 - 49 000 inhabitants
4828205,275,East,Kharkiv,Manager without any relationship to owner,Female,54,Higher (master degree or PhD),442,Kharkivska Oblast,Village
4905284,7167,East,Kharkiv,Manager without any relationship to owner,Female,44,"Secondary special, incomplete higher (technical school, college)",105,Kharkivska Oblast,Urban-type settlement (SMT)
4907817,6213,East,Kharkiv,,,,,350,Kharkivska Oblast,Village
4937144,6084,East,Kharkiv,,,,,90,Kharkivska Oblast,Village
6394043,5196,East,Kharkiv,Manager without any relationship to owner,Male,45,Higher (master degree or PhD),432,Kharkivska Oblast,Village
4780179,4851,East,Kharkiv,,,,,1165,Kharkivska Oblast,Town 20 - 49 000 inhabitants
6291894,11677,East,Kharkiv,Manager without any relationship to owner,Female,55,Higher (master degree or PhD),1800,Kharkivska Oblast,Village
5006477,10150,East,Kharkiv,Manager without any relationship to owner,Female,54,Higher (master degree or PhD),2000,Kharkivska Oblast,Urban-type settlement (SMT)
4756162,421,East,Kharkiv,,,,,90,Kharkivska Oblast,Village
6384400,5515,East,Kharkiv,Manager without any relationship to owner,Female,55,Higher (master degree or PhD),136,Kharkivska Oblast,Village
4783169,4640,East,Kharkiv,,,,,100,Kharkivska Oblast,Village
4768829,3867,East,Kharkiv,,,,,62,Kharkivska Oblast,Village
4961841,4319,East,Kharkiv,,,,,40,Kharkivska Oblast,Urban-type settlement (SMT)
4793759,1750,East,Kharkiv,,,,,70,Kharkivska Oblast,Village
5009204,5952,East,Kharkiv,Manager without any relationship to owner,Female,48,Higher (master degree or PhD),71,Kharkivska Oblast,Village
4796081,3306,East,Kharkiv,,,,,580,Kharkivska Oblast,Village
4868039,3235,East,Kharkiv,,,,,125,Kharkivska Oblast,Urban-type settlement (SMT)
4837367,1419,East,Kharkiv,,,,,51,Kharkivska Oblast,Village
4858582,2120,East,Kharkiv,Manager without any relationship to owner,Female,35,Higher (master degree or PhD),85,Kharkivska Oblast,Town 20 - 49 000 inhabitants
4904831,5928,East,Kharkiv,,,,,75,Kharkivska Oblast,Town up to 20 000 inhabitants
4820615,4787,East,Kharkiv,,,,,15,Kharkivska Oblast,Village
4910479,5070,East,Kharkiv,,,,,450,Kharkivska Oblast,Urban-type settlement (SMT)
6450500,6339,East,Kharkiv,,,,,80,Kharkivska Oblast,Village
4841823,1636,East,Kharkiv,,,,,550,Kharkivska Oblast,Village
6290098,11618,East,Kharkiv,Manager without any relationship to owner,Female,49,Higher (master degree or PhD),2400,Kharkivska Oblast,Village
4901309,6345,East,Kharkiv,,,,,2,Kharkivska Oblast,Village
4797420,1397,East,Kharkiv,,,,,118,Kharkivska Oblast,Town 20 - 49 000 inhabitants
4794463,1045,East,Kharkiv,,,,,740,Kharkivska Oblast,City 500 000 + inhabitants
6373798,8366,East,Kharkiv,,,,,250,Kharkivska Oblast,Town up to 20 000 inhabitants
5018421,8052,East,Kharkiv,Manager without any relationship to owner,Female,51,Base higher (bachelor degree),2200,Kharkivska Oblast,Village
4796050,2235,East,Kharkiv,,,,,466,Kharkivska Oblast,Village
4851078,3525,East,Kharkiv,,,,,2,Kharkivska Oblast,Village
6462315,2326,East,Kharkiv,,,,,60,Kharkivska Oblast,Urban-type settlement (SMT)
6287327,11592,East,Kharkiv,Manager without any relationship to owner,Female,50,Higher (master degree or PhD),984,Kharkivska Oblast,Village
4860727,2530,East,Kharkiv,,,,,250,Kharkivska Oblast,Urban-type settlement (SMT)
4802747,3062,East,Kharkiv,,,,,64,Kharkivska Oblast,Village
4967702,5467,East,Kharkiv,,,,,58,Kharkivska Oblast,Village
6462234,58,East,Kharkiv,,,,,1200,Kharkivska Oblast,Town up to 20 000 inhabitants
4987425,10378,East,Kharkiv,,,,,380,Kharkivska Oblast,Village
4786701,2240,East,Kharkiv,,,,,94,Kharkivska Oblast,Urban-type settlement (SMT)
4796096,3666,East,Kharkiv,,,,,600,Kharkivska Oblast,Town 50 - 99 000 inhabitants
4925785,6820,East,Kharkiv,,,,,110,Kharkivska Oblast,Town 20 - 49 000 inhabitants
6288872,11548,East,Kharkiv,Manager without any relationship to owner,Female,42,Higher (master degree or PhD),55,Kharkivska Oblast,Urban-type settlement (SMT)
6451356,1448,East,Kharkiv,,,,,98,Kharkivska Oblast,Urban-type settlement (SMT)
6300457,11562,East,Kharkiv,,,,,300,Kharkivska Oblast,Village
4990543,10260,East,Kharkiv,Manager without any relationship to owner,Female,45,Higher (master degree or PhD),6400,Kharkivska Oblast,City 500 000 + inhabitants
4879449,3075,East,Kharkiv,,,,,115,Kharkivska Oblast,Village
4881259,6762,East,Kharkiv,,,,,10,Kharkivska Oblast,Village
4807054,3939,East,Kharkiv,Relative of owner but not household member,Female,41,Higher (master degree or PhD),13,Kharkivska Oblast,Village
4994549,7899,East,Kharkiv,Manager without any relationship to owner,Female,53,Base higher (bachelor degree),411,Kharkivska Oblast,Village
4933148,6745,East,Kharkiv,Manager without any relationship to owner,Female,31,Higher (master degree or PhD),250,Kharkivska Oblast,Town up to 20 000 inhabitants
6390179,6337,East,Kharkiv,Relative of owner but not household member,Male,30,Higher (master degree or PhD),640,Kharkivska Oblast,Village
4893600,4295,East,Kharkiv,,,,,72,Kharkivska Oblast,Village
6451297,758,East,Kharkiv,,,,,110,Kharkivska Oblast,City 500 000 + inhabitants
4910933,5296,East,Kharkiv,Manager without any relationship to owner,Female,51,"Secondary special, incomplete higher (technical school, college)",142,Kharkivska Oblast,Town up to 20 000 inhabitants
4925474,6444,East,Kharkiv,,,,,6,Kharkivska Oblast,Village
6296272,11535,East,Kharkiv,Manager without any relationship to owner,Female,57,Higher (master degree or PhD),1033,Kharkivska Oblast,Town 20 - 49 000 inhabitants
4797912,3948,East,Kharkiv,,,,,68,Kharkivska Oblast,Village
4764323,3130,East,Kharkiv,,,,,30,Kharkivska Oblast,Village
4758049,1486,East,Kharkiv,,,,,40,Kharkivska Oblast,Village
4886129,3880,East,Kharkiv,Manager without any relationship to owner,Female,59,"Secondary special, incomplete higher (technical school, college)",320,Kharkivska Oblast,Urban-type settlement (SMT)
4904464,5587,East,Kharkiv,,,,,98,Kharkivska Oblast,Village
4967166,6927,East,Kharkiv,,,,,10,Kharkivska Oblast,Village
4793576,661,East,Kharkiv,,,,,100,Kharkivska Oblast,Village
4807675,3673,East,Kharkiv,,,,,102,Kharkivska Oblast,Village
4923778,6564,East,Kharkiv,Manager without any relationship to owner,Female,34,Higher (master degree or PhD),500,Kharkivska Oblast,Village
4821306,2838,East,Kharkiv,,,,,2200,Kharkivska Oblast,Village
4794429,2563,East,Kharkiv,,,,,8,Kharkivska Oblast,Village
4960892,6189,East,Kharkiv,,,,,140,Kharkivska Oblast,Village
6382907,11667,East,Kharkiv,,,,,53,Kharkivska Oblast,Village
4917660,4348,East,Kharkiv,,,,,5,Kharkivska Oblast,Village
5005075,5295,East,Kharkiv,Manager without any relationship to owner,Female,29,Higher (master degree or PhD),132,Kharkivska Oblast,Urban-type settlement (SMT)
4913576,5639,East,Kharkiv,Manager without any relationship to owner,Female,65,Higher (master degree or PhD),90,Kharkivska Oblast,Village
4757860,2933,East,Kharkiv,,,,,120,Kharkivska Oblast,Village
6371541,4993,East,Kharkiv,,,,,70,Kharkivska Oblast,Urban-type settlement (SMT)
4782259,2895,East,Kharkiv,,,,,114,Kharkivska Oblast,Village
5067497,2634,East,Kharkiv,,,,,72,Kharkivska Oblast,Urban-type settlement (SMT)
4966046,6576,East,Kharkiv,,,,,98,Kharkivska Oblast,Village
4942557,7228,East,Kharkiv,,,,,168,Kharkivska Oblast,Town up to 20 000 inhabitants
4933113,6296,East,Kharkiv,,,,,350,Kharkivska Oblast,Village
4814565,3519,East,Kharkiv,,,,,2,Kharkivska Oblast,Urban-type settlement (SMT)
4971657,8387,East,Kharkiv,,,,,300,Kharkivska Oblast,Urban-type settlement (SMT)
4994891,8247,East,Kharkiv,,,,,500,Kharkivska Oblast,Urban-type settlement (SMT)
6385242,9819,East,Kharkiv,Manager without any relationship to owner,Male,51,Higher (master degree or PhD),9700,Kharkivska Oblast,Village
4840713,2052,East,Kharkiv,,,,,110,Kharkivska Oblast,Urban-type settlement (SMT)
5025594,7056,East,Kharkiv,,,,,100,Kharkivska Oblast,Village
4769359,2976,East,Kharkiv,,,,,76,Kharkivska Oblast,Urban-type settlement (SMT)
4925719,7089,East,Kharkiv,,,,,200,Kharkivska Oblast,Village
4790747,2286,East,Kharkiv,,,,,100,Kharkivska Oblast,Village
4763985,1671,East,Kharkiv,,,,,140,Kharkivska Oblast,Village
5002936,1581,East,Kharkiv,Manager without any relationship to owner,Female,60,"Secondary special, incomplete higher (technical school, college)",95,Kharkivska Oblast,Village
4933896,2975,East,Kharkiv,,,,,78,Kharkivska Oblast,Village
4873414,775,East,Kharkiv,,,,,1800,Kharkivska Oblast,Village
5005702,10455,East,Kharkiv,Manager without any relationship to owner,Female,35,Higher (master degree or PhD),3065,Kharkivska Oblast,Village
4785371,674,East,Kharkiv,,,,,93,Kharkivska Oblast,Village
4848477,3045,East,Kharkiv,,,,,3,Kharkivska Oblast,Village
4925797,1011,East,Kharkiv,Manager without any relationship to owner,Female,55,Higher (master degree or PhD),961,Kharkivska Oblast,Village
4936534,5566,East,Kharkiv,,,,,140,Kharkivska Oblast,Urban-type settlement (SMT)
4818794,1924,Central,Khmelnytsky,Manager without any relationship to owner,Female,34,Higher (master degree or PhD),1466,Khmelnytska Oblast,Town up to 20 000 inhabitants
4991607,8838,Central,Khmelnytsky,,,,,50,Khmelnytska Oblast,Village
5020331,10803,Central,Khmelnytsky,,,,,450,Khmelnytska Oblast,Village
4842792,2702,Central,Khmelnytsky,,,,,102,Khmelnytska Oblast,Urban-type settlement (SMT)
4908637,5054,Central,Khmelnytsky,,,,,450,Khmelnytska Oblast,Urban-type settlement (SMT)
4891235,4876,Central,Khmelnytsky,,,,,1,Khmelnytska Oblast,Village
6394311,11104,Central,Khmelnytsky,,,,,500,Khmelnytska Oblast,Town up to 20 000 inhabitants
4932748,6736,Central,Khmelnytsky,,,,,1,Khmelnytska Oblast,Village
4909864,5668,Central,Khmelnytsky,,,,,109,Khmelnytska Oblast,Village
4866588,3343,Central,Khmelnytsky,,,,,1500,Khmelnytska Oblast,Village
4880461,1367,Central,Khmelnytsky,,,,,140,Khmelnytska Oblast,City 500 000 + inhabitants
4916311,420,Central,Khmelnytsky,,,,,80,Khmelnytska Oblast,Village
4916947,2459,Central,Khmelnytsky,,,,,1,Khmelnytska Oblast,Village
4797279,1482,Central,Khmelnytsky,,,,,59,Khmelnytska Oblast,Village
4880298,4744,Central,Khmelnytsky,,,,,90,Khmelnytska Oblast,Town up to 20 000 inhabitants
4798404,1228,Central,Khmelnytsky,,,,,350,Khmelnytska Oblast,Village
4900924,6589,Central,Khmelnytsky,,,,,20,Khmelnytska Oblast,Urban-type settlement (SMT)
4806485,3335,Central,Khmelnytsky,,,,,93,Khmelnytska Oblast,Village
4905145,6533,Central,Khmelnytsky,,,,,89,Khmelnytska Oblast,Village
4978962,11205,Central,Khmelnytsky,,,,,4,Khmelnytska Oblast,Village
5017677,3917,Central,Khmelnytsky,Relative of owner but not household member,Male,41,Higher (master degree or PhD),25,Khmelnytska Oblast,Village
4910427,6791,Central,Khmelnytsky,,,,,120,Khmelnytska Oblast,Village
4799513,3413,Central,Khmelnytsky,,,,,1480,Khmelnytska Oblast,Town 50 - 99 000 inhabitants
4793940,432,Central,Khmelnytsky,,,,,70,Khmelnytska Oblast,Village
4880549,6553,Central,Khmelnytsky,,,,,30,Khmelnytska Oblast,Village
4794277,3491,Central,Khmelnytsky,,,,,103,Khmelnytska Oblast,Village
4819869,3899,Central,Khmelnytsky,,,,,60,Khmelnytska Oblast,Town 20 - 49 000 inhabitants
4862671,1027,Central,Khmelnytsky,,,,,50,Khmelnytska Oblast,Village
6379720,11673,Central,Khmelnytsky,Manager without any relationship to owner,Female,32,Higher (master degree or PhD),3300,Khmelnytska Oblast,Village
4917139,3149,Central,Khmelnytsky,,,,,50,Khmelnytska Oblast,Village
6450376,7964,Central,Khmelnytsky,Manager without any relationship to owner,Female,37,Higher (master degree or PhD),1500,Khmelnytska Oblast,Village
4936628,4896,Central,Khmelnytsky,Manager without any relationship to owner,Female,56,"Secondary special, incomplete higher (technical school, college)",80,Khmelnytska Oblast,Village
4809372,3166,Central,Khmelnytsky,,,,,85,Khmelnytska Oblast,Village
4905180,7063,Central,Khmelnytsky,,,,,50,Khmelnytska Oblast,Village
4757360,583,Central,Khmelnytsky,,,,,100,Khmelnytska Oblast,Village
6295408,11436,Central,Khmelnytsky,,,,,100,Khmelnytska Oblast,Village
6295319,11629,Central,Khmelnytsky,Relative of owner but not household member,Male,45,Higher (master degree or PhD),84,Khmelnytska Oblast,Village
4778053,911,Central,Khmelnytsky,,,,,12,Khmelnytska Oblast,Village
4815201,2904,Central,Khmelnytsky,,,,,60,Khmelnytska Oblast,City 500 000 + inhabitants
4921812,5774,Central,Khmelnytsky,,,,,220,Khmelnytska Oblast,Urban-type settlement (SMT)
4953909,8899,Central,Khmelnytsky,,,,,1,Khmelnytska Oblast,Village
6453420,11744,Central,Khmelnytsky,Manager without any relationship to owner,Female,58,Higher (master degree or PhD),100,Khmelnytska Oblast,City 100-499 000 inhabitants
4770522,3693,Central,Khmelnytsky,Manager without any relationship to owner,Female,44,Higher (master degree or PhD),1200,Khmelnytska Oblast,Town 20 - 49 000 inhabitants
4831337,2589,Central,Khmelnytsky,,,,,30,Khmelnytska Oblast,Village
4977605,10724,Central,Khmelnytsky,,,,,58,Khmelnytska Oblast,Urban-type settlement (SMT)
6293877,11668,Central,Khmelnytsky,,,,,100,Khmelnytska Oblast,Village
4921167,4862,Central,Khmelnytsky,,,,,3,Khmelnytska Oblast,Village
4885079,3810,Central,Khmelnytsky,,,,,1,Khmelnytska Oblast,Village
4861503,1535,Central,Khmelnytsky,,,,,100,Khmelnytska Oblast,Village
6298570,11703,Central,Khmelnytsky,,,,,480,Khmelnytska Oblast,Village
4796075,381,Central,Khmelnytsky,,,,,125,Khmelnytska Oblast,Village
4992041,9888,Central,Khmelnytsky,,,,,250,Khmelnytska Oblast,Village
4852741,974,Central,Khmelnytsky,,,,,82,Khmelnytska Oblast,Village
4932763,3836,Central,Khmelnytsky,,,,,2530,Khmelnytska Oblast,Village
4932306,2840,Central,Khmelnytsky,,,,,2,Khmelnytska Oblast,Village
4794382,3035,Central,Khmelnytsky,,,,,2,Khmelnytska Oblast,Village
4869965,2553,Central,Khmelnytsky,,,,,60,Khmelnytska Oblast,Urban-type settlement (SMT)
5000184,10572,Central,Khmelnytsky,,,,,300,Khmelnytska Oblast,Village
6451727,5738,Central,Khmelnytsky,,,,,160,Khmelnytska Oblast,Village
5018153,7384,Central,Khmelnytsky,,,,,1200,Khmelnytska Oblast,Urban-type settlement (SMT)
5024923,10189,Central,Khmelnytsky,Manager without any relationship to owner,Female,40,Higher (master degree or PhD),700,Khmelnytska Oblast,Village
4758579,2723,Central,Khmelnytsky,,,,,80,Khmelnytska Oblast,Village
4805395,1818,Central,Khmelnytsky,,,,,63,Khmelnytska Oblast,Village
4793767,2308,Central,Khmelnytsky,,,,,70,Khmelnytska Oblast,Village
6397630,9716,Central,Khmelnytsky,Manager without any relationship to owner,Male,50,Higher (master degree or PhD),4300,Khmelnytska Oblast,Town 20 - 49 000 inhabitants
4997675,11150,Central,Khmelnytsky,,,,,50,Khmelnytska Oblast,Village
4864063,4914,Central,Khmelnytsky,,,,,14,Khmelnytska Oblast,Village
4912899,6352,Central,Khmelnytsky,,,,,37,Khmelnytska Oblast,Village
4893546,6702,Central,Khmelnytsky,,,,,7,Khmelnytska Oblast,Village
6393638,5672,Central,Khmelnytsky,,,,,70,Khmelnytska Oblast,Village
5003149,2661,Central,Khmelnytsky,,,,,130,Khmelnytska Oblast,Urban-type settlement (SMT)
4915224,2159,Central,Kirovohrad,,,,,70,Kirovohradska Oblast,Village
6400788,11403,Central,Kirovohrad,Manager without any relationship to owner,Female,60,"Secondary special, incomplete higher (technical school, college)",85,Kirovohradska Oblast,Village
4914059,5938,Central,Kirovohrad,,,,,74,Kirovohradska Oblast,Village
4757687,660,Central,Kirovohrad,,,,,61,Kirovohradska Oblast,Village
4957751,6888,Central,Kirovohrad,Manager without any relationship to owner,Female,51,Higher (master degree or PhD),13000,Kirovohradska Oblast,Village
5026369,7957,Central,Kirovohrad,,,,,130,Kirovohradska Oblast,City 500 000 + inhabitants
4824836,4394,Central,Kirovohrad,Manager without any relationship to owner,Female,52,Higher (master degree or PhD),80,Kirovohradska Oblast,Urban-type settlement (SMT)
4917228,6113,Central,Kirovohrad,,,,,50,Kirovohradska Oblast,Village
4913001,6741,Central,Kirovohrad,,,,,49,Kirovohradska Oblast,Village
4842823,4182,Central,Kirovohrad,,,,,9,Kirovohradska Oblast,Village
4812631,3079,Central,Kirovohrad,,,,,50,Kirovohradska Oblast,Village
4758794,3122,Central,Kirovohrad,,,,,79,Kirovohradska Oblast,Village
5002756,1662,Central,Kirovohrad,,,,,2000,Kirovohradska Oblast,City 100-499 000 inhabitants
4917687,5919,Central,Kirovohrad,,,,,13,Kirovohradska Oblast,Village
4909983,6280,Central,Kirovohrad,,,,,95,Kirovohradska Oblast,Village
6298418,11385,Central,Kirovohrad,,,,,200,Kirovohradska Oblast,Village
4823956,3052,Central,Kirovohrad,,,,,98,Kirovohradska Oblast,Town 50 - 99 000 inhabitants
4807615,4053,Central,Kirovohrad,,,,,5,Kirovohradska Oblast,Urban-type settlement (SMT)
4997558,5620,Central,Kirovohrad,Manager without any relationship to owner,Female,59,Higher (master degree or PhD),183,Kirovohradska Oblast,City 100-499 000 inhabitants
4858880,3100,Central,Kirovohrad,,,,,95,Kirovohradska Oblast,Village
4979588,10877,Central,Kirovohrad,,,,,2,Kirovohradska Oblast,Village
4903173,5271,Central,Kirovohrad,,,,,26,Kirovohradska Oblast,Town 50 - 99 000 inhabitants
6299986,11381,Central,Kirovohrad,,,,,100,Kirovohradska Oblast,Village
4784881,4466,Central,Kirovohrad,,,,,2,Kirovohradska Oblast,Village
4950598,9286,Central,Kirovohrad,,,,,50,Kirovohradska Oblast,Village
4960097,7171,Central,Kirovohrad,,,,,2,Kirovohradska Oblast,Village
4908161,6192,Central,Kirovohrad,,,,,78,Kirovohradska Oblast,Village
6390446,11265,Central,Kirovohrad,,,,,63,Kirovohradska Oblast,Village
4905627,6155,Central,Kirovohrad,,,,,80,Kirovohradska Oblast,Urban-type settlement (SMT)
5017121,6027,Central,Kirovohrad,,,,,61,Kirovohradska Oblast,Town 20 - 49 000 inhabitants
4802516,2804,Central,Kirovohrad,,,,,96,Kirovohradska Oblast,Village
4910355,7244,Central,Kirovohrad,Manager without any relationship to owner,Female,34,Higher (master degree or PhD),186,Kirovohradska Oblast,City 100-499 000 inhabitants
4796311,2212,Central,Kirovohrad,,,,,11,Kirovohradska Oblast,Village
5034965,6309,Central,Kirovohrad,,,,,61,Kirovohradska Oblast,Village
4967966,6181,Central,Kirovohrad,,,,,39,Kirovohradska Oblast,Village
4758232,2806,Central,Kirovohrad,,,,,10,Kirovohradska Oblast,Village
4946308,10943,Central,Kirovohrad,,,,,350,Kirovohradska Oblast,Village
4987210,9431,Central,Kirovohrad,Manager without any relationship to owner,Female,53,Higher (master degree or PhD),33,Kirovohradska Oblast,Town up to 20 000 inhabitants
4956146,7977,Central,Kirovohrad,,,,,88,Kirovohradska Oblast,City 500 000 + inhabitants
4785481,4759,Central,Kirovohrad,,,,,90,Kirovohradska Oblast,Village
4962292,10659,Central,Kirovohrad,,,,,2,Kirovohradska Oblast,Village
4971698,11151,Central,Kirovohrad,,,,,26,Kirovohradska Oblast,Village
6453481,2664,Central,Kirovohrad,,,,,68,Kirovohradska Oblast,Village
4937285,6917,Central,Kirovohrad,,,,,300,Kirovohradska Oblast,Village
6452908,10664,Central,Kirovohrad,,,,,950,Kirovohradska Oblast,Village
