CASE_ID,FARM_ID,fulltime_worker_22,parttime_worker_22,employees_22,fulltime_worker_21,partime_worker_21,employees_21,lease_price(per ha),lease_land,sell_land,buy_land,max_buy_price,tractor_value,unit,tractor_and_equip,agri_equip,unit,caws,pigs,credit_applied,credit_recieved,last_credit_year,credit_amount,unit,interest_rate,working_capital_invest,public_social_support_21,support_amount_21,relative_support_21,relative_amount_21,public_social_support_22,support_amount_22,relative_support_22,relative_amount_22,monetary_assistance_22,monetary_amount(UAH),technical_assistance,government,ngo,other_farmers,int_org,private_supplier,require_technical_assistance,kind_of_assistance_1,assistance_provider,kind_of_assistance_2,assistance2_provider,relative/neighbour_support,support_amount,country_situation_before_war,country_situation_now,personal_before_war,personal_now,s3_q14c_1,s3_q14c_2,s3_q14c_3,s3_q14c_4,s3_q14c_5,s3_q14c_8,s3_q14c_9,s3_q14c_6,s3_q14c_7,govt_1,govt_2,govt_3,govt_4,govt_5
4863668,377,0,0,1,0,0,1,4000,Yes,No,Yes,80000,400000,USD,,300000,USD,0,0,Yes,Yes,2022,3000000,UAH,0,Yes,No,,No,,No,,No,,No,,Yes,No,No,No,No,Yes,Rather agree,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Input suppliers/dealers,Getting credit,Government,No,,9,3,9,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
4842056,1622,1,0,0,1,0,0,3500,Yes,No,Yes,45000,1000000,UAH,,100000,UAH,0,10,Yes,Yes,2020,255000,UAH,9,Yes,Yes,Less than 20 000 UAH,No,,Yes,20 000 - 40 000 UAH,No,,Yes,6000,No,,,,,,,Getting credit,Government,DO NOT NEED ASSISTANCE,,Yes,100000,8,3,9,6,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
4876013,1879,1,0,0,1,0,0,4000,Yes,No,Yes,,250000,UAH,,700000,UAH,0,0,Yes,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,Trainings related to doing business or management,Other farmers,Getting credit,International organization,No,,9,4,9,6,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
4831692,2704,0,0,1,0,0,1,0,,,,,0,,,0,,0,0,No,No,,,,,,No,,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,,,,,No,,8,,5,3,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
4973534,10792,1,0,1,1,0,2,3937,Yes,No,Yes,,700000,UAH,,2000000,UAH,0,0,Yes,Yes,2021,100000,UAH,,Yes,No,,No,,No,,No,,No,,No,,,,,,,,,,,No,,8,5,10 - Very Good,6,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No
4884239,2030,0,2,1,0,2,1,1800,Yes,No,Yes,,,,,500000,UAH,0,0,Yes,No,,,,,,No,,,,No,,,,No,,No,,,,,,,Getting credit,Banks,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,,,7,5,10 - Very Good,8,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No
6294292,11464,0,0,40,0,0,40,3000,Yes,No,Yes,,,,,,,0,0,Yes,Yes,2022,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,7,3,7,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
5015610,5854,0,0,8,0,0,10,3500,Yes,No,Yes,80000,100000,USD,,200000,USD,0,0,Yes,Yes,2022,3000000,UAH,0,Yes,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Government,DO NOT NEED ASSISTANCE,,No,,8,4,8,4,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
4968377,5915,1,3,0,3,1,0,3000,Yes,No,Yes,,,,,,,0,20,Yes,Yes,2021,160000,UAH,18,Yes,No,,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,Getting credit,Banks,DO NOT NEED ASSISTANCE,,No,,9,5,8,3,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No
4831562,1685,2,0,1,2,0,1,3000,Yes,No,Yes,40000,1000000,UAH,,500000,UAH,0,0,Yes,No,,,,,,No,,No,,Yes,40 000 - 60 000 UAH,No,,No,,No,,,,,,,Getting credit,Government,Trainings related to doing business or management,Other farmers,No,,5,5,6,3,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
4913375,6341,1,2,0,1,2,0,3500,Yes,No,Yes,40000,32000,USD,,30000,USD,0,0,No,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",International organization,DO NOT NEED ASSISTANCE,,No,,10 - Very Good,1 - Very Bad,10 - Very Good,5,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
4913829,6150,2,0,0,2,1,0,3200,,No,No,,30000,UAH,,22000,UAH,0,2,No,No,,,,,,Yes,Less than 20 000 UAH,No,,Yes,Less than 20 000 UAH,No,,Yes,6500,Yes,No,Yes,No,No,No,Rather agree,DO NOT NEED ASSISTANCE,,,,Yes,20000,3,,4,,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
6394139,6893,2,0,0,2,0,0,3200,Yes,No,Yes,50000,44000,USD,,500000,USD,3,27,Yes,Yes,2017,1200000,UAH,,Yes,No,,No,,No,,No,,Yes,4000,No,,,,,,,Providing literature,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",,No,,10 - Very Good,6,3,5,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No
4984586,10585,0,0,56,0,0,56,6000,Yes,No,Yes,48000,3000000,USD,,2000000,USD,0,0,Yes,Yes,,,,,Yes,,,,,,,,,,,No,,,,,,,Getting credit,International organization,DO NOT NEED ASSISTANCE,,No,,8,4,8,5,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes
4830344,4257,1,0,5,1,0,5,3000,Yes,No,Yes,50000,,,,,,0,0,Yes,Yes,2022,500000,UAH,2,Yes,No,,No,,No,,No,,No,,Yes,No,No,No,No,Yes,Rather agree,Trainings related to doing business or management,International organization,Getting credit,Government,No,,8,6,10 - Very Good,5,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
4773752,4430,1,0,1,1,1,1,4000,Yes,No,Yes,40000,30000,USD,,40000,USD,0,0,Yes,No,,,,,,No,,No,,Yes,Less than 20 000 UAH,No,,No,,Yes,No,Yes,No,No,No,Rather agree,Trainings related to doing business or management,,Getting credit,International organization,Yes,1000000,9,4,9,4,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes
4851048,2742,1,2,0,2,2,0,0,Yes,No,No,,70000,UAH,,70000,UAH,3,0,No,No,,,,,,Yes,Less than 20 000 UAH,No,,No,,No,,No,,No,,,,,,,Trainings related to doing business or management,Other farmers,Providing literature,Other farmers,No,,5,5,8,4,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
4930107,3344,2,0,2,2,0,0,,Yes,No,,,,,,,,0,2,Yes,Yes,2022,50000,UAH,,Yes,No,,No,,No,,No,,Yes,3500,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,8,5,8,6,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes
6460996,11387,3,0,0,3,0,0,,Yes,No,No,,,,,,,0,20,Yes,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Government,,,Yes,,8,3,8,3,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4778749,424,1,0,0,1,0,1,3500,Yes,No,Yes,40000,1000000,UAH,,500000,UAH,0,0,Yes,Yes,2017,500000,UAH,23,Yes,No,,No,,No,,No,,No,,Yes,No,Yes,No,No,No,Rather agree,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",International organization,Trainings related to doing business or management,Government,Yes,,6,3,8,3,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes
4810474,2003,3,3,0,3,3,0,5000,No,No,No,,1000000,UAH,,2000000,UAH,0,50,Yes,Yes,2010,5.00E+08,UAH,2,No,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Government,DO NOT NEED ASSISTANCE,,No,,1 - Very Bad,1 - Very Bad,1 - Very Bad,10 - Very Good,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No
4891470,3949,1,4,0,1,4,0,2500,No,No,Yes,27000,300000,UAH,,1000000,UAH,2,2,Yes,Yes,2022,65000,UAH,36,Yes,Yes,20 000 - 40 000 UAH,No,,Yes,40 000 - 60 000 UAH,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,Yes,50000,10 - Very Good,5,10 - Very Good,7,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No
4913562,7179,3,0,0,3,0,0,,Yes,No,Yes,,,,,,,0,0,Yes,No,,,,,,Yes,,No,,Yes,,No,,No,,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,,,No,,9,5,10 - Very Good,8,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4831272,3861,0,1,3,0,1,3,1231,,,,,200000,UAH,,,,0,0,Yes,Yes,2022,5000000,UAH,0,Yes,Yes,,,,,,,,No,,No,,,,,,,Trainings related to doing business or management,NGO,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",NGO,No,,8,4,10 - Very Good,3,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4794393,4367,2,0,1,2,0,1,3500,Yes,No,Yes,35000,600000,UAH,,800000,UAH,0,0,Yes,Yes,2021,80000,UAH,1,Yes,No,,No,,No,,No,,Yes,6500,No,,,,,,,Getting credit,Government,DO NOT NEED ASSISTANCE,,No,,10 - Very Good,1 - Very Bad,8,1 - Very Bad,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes
4834171,4066,3,0,0,3,0,0,,Yes,No,Yes,,,,,,,0,0,Yes,Yes,2021,42000,UAH,,Yes,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Government,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Government,No,,4,1 - Very Bad,6,1 - Very Bad,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
6387183,3296,5,0,15,5,0,15,5000,Yes,No,Yes,70000,200000,USD,,500000,USD,0,0,Yes,Yes,2022,10000000,UAH,7,Yes,Yes,20 000 - 40 000 UAH,No,,Yes,20 000 - 40 000 UAH,No,,No,,No,,,,,,,Getting credit,Government,DO NOT NEED ASSISTANCE,,No,,10 - Very Good,6,10 - Very Good,6,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No
4992494,8681,1,0,2,1,0,3,5000,Yes,No,Yes,,30000,USD,,15000,USD,0,0,Yes,Yes,2022,2000000,UAH,0,Yes,No,,No,,No,,No,,No,,Yes,No,No,Yes,No,No,Rather agree,DO NOT NEED ASSISTANCE,,,,Yes,1000000,8,2,10 - Very Good,5,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No
4920416,5037,1,0,13,1,0,13,4500,Yes,No,Yes,50000,6000000,UAH,,10000000,UAH,0,0,Yes,Yes,2022,2000000,UAH,0,Yes,No,,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,Getting credit,Banks,DO NOT NEED ASSISTANCE,,,,8,2,9,5,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No
4908891,6373,1,0,0,1,0,0,0,Yes,No,,,,,,,,2,4,No,No,,,,,,No,,No,,Yes,Less than 20 000 UAH,No,,No,,Yes,No,Yes,No,No,No,Rather agree,Trainings related to doing business or management,Government,Providing literature,International organization,,,6,6,5,5,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
4794759,2857,1,1,1,1,1,2,,Yes,No,Yes,,,,,,,0,0,Yes,Yes,2020,500000,UAH,0,Yes,No,,No,,No,,No,,No,,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Government,DO NOT NEED ASSISTANCE,,No,,6,3,6,3,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
4848579,621,1,0,14,1,0,27,,,,,,0,,,0,,0,0,No,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,,DO NOT NEED ASSISTANCE,,No,,6,3,7,4,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
4950821,8754,3,1,0,3,1,0,3000,Yes,No,Yes,40000,1000000,UAH,,2000000,UAH,0,0,Yes,Yes,2022,200000,UAH,18,Yes,No,,No,,No,,No,,No,,Yes,No,Yes,No,No,Yes,Rather agree,Providing literature,Government,Other assistance (SPECIFY),Government,No,,8,3,7,4,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No
4920038,6402,1,0,0,1,0,0,350,Yes,No,Yes,40000,0,,,0,,0,0,Yes,Yes,,200000,UAH,25,Yes,No,,No,,No,,No,,No,,Yes,No,No,Yes,Yes,No,Rather agree,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",,Getting credit,Banks,,,7,3,8,4,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
4925896,6096,2,0,1,2,0,1,5000,No,No,Yes,20000,1500000,UAH,,400000,UAH,0,6,Yes,Yes,2005,30000,UAH,12,Yes,No,,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,Trainings related to doing business or management,International organization,DO NOT NEED ASSISTANCE,,Yes,20000,6,5,5,3,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
4925584,2805,1,1,1,1,1,0,3500,Yes,No,Yes,60000,3400000,UAH,,300000,UAH,0,0,Yes,Yes,2022,120000,UAH,25,Yes,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,International organization,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",International organization,Yes,50000,6,3,6,3,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4916285,6231,0,1,0,0,1,0,,,No,Yes,,0,,,0,,0,0,No,No,,,,,,,,No,,Yes,20 000 - 40 000 UAH,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,5,2,1 - Very Bad,2,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
6382098,10907,3,,1,3,,1,1000,Yes,No,Yes,40000,30000,USD,,30000,USD,1,3,Yes,Yes,2022,100000,UAH,28,Yes,No,,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Input suppliers/dealers,Getting credit,Government,No,,8,4,6,4,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes
4912796,5978,3,0,0,3,0,0,,Yes,No,,,50000,UAH,,37000,UAH,3,4,Yes,Yes,2022,56000,UAH,34,Yes,No,,No,,Yes,More than 60 000 UAH,No,,No,,No,,,,,,,,,,,No,,9,5,7,5,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes
4874283,4171,3,0,0,3,0,0,0,No,No,No,,0,,,10000,UAH,4,0,No,No,,,,,,No,,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,Yes,,5,2,5,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
4794452,4437,1,0,1,1,0,0,1100,Yes,No,Yes,30000,0,,,0,,0,0,No,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,Trainings related to doing business or management,Government,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Government,No,,5,3,7,5,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
4910870,6520,5,0,2,5,0,2,,Yes,No,Yes,,100000,UAH,,25000,UAH,50,0,Yes,Yes,2017,10000,UAH,,Yes,Yes,Less than 20 000 UAH,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,Getting credit,Government,DO NOT NEED ASSISTANCE,,Yes,100000,7,1 - Very Bad,7,2,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No
4856441,3741,1,1,0,1,1,0,3000,Yes,No,No,,650000,UAH,,2000000,UAH,0,0,Yes,No,,,,,,No,,No,,No,,No,,Yes,6500,No,,,,,,,Getting credit,Government,DO NOT NEED ASSISTANCE,,No,,5,1 - Very Bad,5,2,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes
4983115,10694,3,1,0,3,1,0,0,Yes,No,Yes,,0,,,40000,UAH,0,0,Yes,No,,,,,,Yes,Less than 20 000 UAH,No,,No,,No,,Yes,10000,No,,,,,,,Getting credit,Government,,,No,,8,1 - Very Bad,10 - Very Good,1 - Very Bad,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
4910650,6187,1,1,1,1,1,1,1100,No,No,Yes,,1500000,UAH,,,,0,0,Yes,Yes,2021,800000,UAH,,Yes,No,,No,,No,,No,,No,,No,,,,,,,,,,,Yes,40000,,,10 - Very Good,3,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
4918413,5759,1,1,1,1,1,3,1000,Yes,No,Yes,,100000,USD,,300000,USD,0,3,Yes,Yes,2022,2000000,UAH,0,Yes,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Government,Trainings related to doing business or management,International organization,No,,8,2,9,5,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes
4986541,10603,1,3,1,1,3,1,4000,Yes,No,Yes,50000,1500000,UAH,,2000000,UAH,0,0,Yes,Yes,2021,400000,UAH,,Yes,No,,No,,No,,No,,No,,Yes,No,Yes,No,No,No,Rather agree,Getting credit,Government,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Government,No,,9,5,9,5,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4855402,2458,2,0,0,2,0,0,3500,No,No,No,,1500000,UAH,,1500000,UAH,5,25,No,No,,,,,,Yes,Less than 20 000 UAH,No,,Yes,Less than 20 000 UAH,Yes,More than 60 000 UAH,No,,No,,,,,,,Trainings related to doing business or management,Other farmers,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,No,,5,1 - Very Bad,5,1 - Very Bad,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
6399958,6465,1,1,1,1,1,0,0,No,No,No,,60000,USD,,100000,USD,0,0,Yes,Yes,2020,830000,UAH,7,Yes,No,,No,,No,,No,,Yes,,No,,,,,,,Getting credit,International organization,,,No,,8,4,9,4,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No
4851797,3523,1,0,1,1,0,1,0,Yes,No,No,,200000,UAH,,100000,UAH,0,0,No,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,8,2,8,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
4777545,855,1,0,1,1,0,1,5000,Yes,No,,,700000,UAH,,600000,UAH,0,0,Yes,No,,,,,,Yes,Less than 20 000 UAH,No,,No,,No,,No,,No,,,,,,,Getting credit,Government,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Government,No,,7,5,1 - Very Bad,1 - Very Bad,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4879438,7151,,3,0,2,,0,0,No,No,No,,0,,,0,,0,1,No,No,,,,,,No,,No,,Yes,40 000 - 60 000 UAH,No,,Yes,8800,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,7,1 - Very Bad,5,1 - Very Bad,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
4796830,2253,0,0,13,0,0,14,3572,Yes,No,Yes,,478000,UAH,,2905000,UAH,0,0,Yes,Yes,2022,5000000,UAH,0,Yes,,,No,,,,,,,,No,,,,,,,Getting credit,Banks,DO NOT NEED ASSISTANCE,,No,,6,4,8,8,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No
4923452,2635,1,0,0,1,0,0,2700,Yes,No,,,10000,USD,,0,,0,0,Yes,Yes,2020,,,,Yes,No,,No,,No,,No,,No,,No,,,,,,,Providing literature,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,No,,5,1 - Very Bad,5,3,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
4892683,6868,0,4,0,0,4,0,5000,,No,No,,8000,USD,,,,0,0,Yes,No,,,,,,Yes,20 000 - 40 000 UAH,No,,Yes,20 000 - 40 000 UAH,No,,No,,No,,,,,,,Getting credit,International organization,DO NOT NEED ASSISTANCE,,No,,7,5,8,5,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes
4867061,2968,1,0,1,1,0,1,1160,Yes,No,Yes,35000,126000,UAH,,70000,UAH,0,0,Yes,Yes,2003,60000,UAH,21,Yes,Yes,More than 60 000 UAH,No,,Yes,More than 60 000 UAH,No,,Yes,4400,Yes,No,Yes,No,No,No,Rather agree,Providing literature,NGO,DO NOT NEED ASSISTANCE,,Yes,50000,10 - Very Good,1 - Very Bad,10 - Very Good,7,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
4802470,3718,0,0,82,0,0,80,3600,Yes,No,Yes,61000,70000000,UAH,,1.00E+08,UAH,0,3000,Yes,Yes,2022,15000000,UAH,3,Yes,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Banks,Trainings related to doing business or management,Government,No,,8,3,7,5,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
4762635,1280,3,0,0,3,0,0,3000,Yes,No,Yes,60000,1600000,UAH,,,,0,0,Yes,Yes,2022,600000,UAH,5,Yes,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Banks,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,Yes,,10 - Very Good,4,8,4,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes
4905629,5201,2,0,2,2,0,1,4000,Yes,No,Yes,30000,500000,UAH,,500000,UAH,0,0,Yes,Yes,2022,1300000,UAH,0,Yes,Yes,20 000 - 40 000 UAH,No,,Yes,20 000 - 40 000 UAH,No,,No,,No,,,,,,,Getting credit,Banks,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",NGO,No,,7,4,7,4,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes
4813055,2843,2,2,0,2,2,0,2750,Yes,No,Yes,,1500000,UAH,,100000,UAH,0,0,Yes,Yes,2021,500000,UAH,11,Yes,No,,No,,No,,No,,Yes,26000,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,10 - Very Good,5,10 - Very Good,5,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
4853509,3193,1,3,0,1,3,0,0,Yes,,,,500000,UAH,,300000,UAH,3,3,No,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Government,DO NOT NEED ASSISTANCE,,Yes,,5,1 - Very Bad,5,2,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes
6459086,3007,1,0,6,1,0,6,3500,Yes,No,Yes,100000,,,"200,000 UAH - s3_q3a + s3_q3b",,,0,0,Yes,,,,,,,Yes,20 000 - 40 000 UAH,No,,Yes,Less than 20 000 UAH,No,,Yes,,No,,,,,,,Getting credit,Banks,DO NOT NEED ASSISTANCE,,,,8,5,7,5,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No
4918393,2708,2,0,2,1,0,1,2500,Yes,No,Yes,35000,1500000,UAH,,400000,UAH,0,0,Yes,Yes,2021,500000,UAH,11,Yes,No,,No,,No,,No,,Yes,6000,No,,,,,,,Getting credit,International organization,DO NOT NEED ASSISTANCE,,No,,5,5,8,5,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
4758536,2193,2,0,0,3,0,0,1500,Yes,No,,,,,,1000000,UAH,1,3,No,No,,,,,,Yes,Less than 20 000 UAH,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,,,,,No,,10 - Very Good,1 - Very Bad,1 - Very Bad,3,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes
4847525,4740,1,0,20,1,0,20,3500,Yes,No,Yes,,,,,,,0,0,No,Yes,2005,,,,Yes,No,,No,,No,,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,7,3,8,4,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No
4933206,5936,1,1,0,1,1,0,5000,Yes,No,Yes,80000,700000,UAH,,1000000,UAH,0,0,Yes,Yes,2020,30000,UAH,28,Yes,Yes,20 000 - 40 000 UAH,No,,Yes,20 000 - 40 000 UAH,No,,No,,No,,,,,,,Getting credit,Government,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",,Yes,5000,5,2,5,5,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
4847257,56,1,0,6,1,0,6,4000,Yes,No,Yes,60000,250000,USD,,300000,USD,0,0,Yes,Yes,2022,3000000,UAH,5,Yes,No,,No,,No,,No,,Yes,6500,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,9,4,10 - Very Good,4,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
5026222,11143,2,1,0,2,1,0,2200,Yes,No,Yes,,1000,USD,,200,USD,59,0,No,No,,,,,,No,,Yes,Less than 20 000 UAH,No,,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,5,3,5,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
4982685,10359,0,1,8,0,1,8,2000,Yes,No,Yes,,100000,USD,,300000,USD,0,0,Yes,Yes,2022,2000000,UAH,0,Yes,No,,No,,No,,No,,No,,No,,,,,,,,,,,Yes,,7,4,8,5,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
4961545,7094,2,0,0,2,0,0,0,Yes,No,Yes,,5000,USD,,30000,UAH,1,2,No,Yes,2008,80000,UAH,,No,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Government,DO NOT NEED ASSISTANCE,,Yes,20000,8,3,8,3,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes
4791405,4160,1,1,1,1,1,1,1440,Yes,No,Yes,,,,,305000,UAH,0,0,Yes,Yes,2009,100000,UAH,28,Yes,Yes,Less than 20 000 UAH,No,,Yes,Less than 20 000 UAH,No,,No,,Yes,No,No,Yes,No,No,Rather agree,Getting credit,Government,DO NOT NEED ASSISTANCE,,Yes,50000,8,1 - Very Bad,1 - Very Bad,1 - Very Bad,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No
4793044,3396,2,2,1,2,2,1,2800,Yes,No,Yes,40000,1500000,UAH,,700000,UAH,0,0,Yes,Yes,2021,200000,UAH,5,Yes,No,,No,,No,,Yes,20 000 - 40 000 UAH,No,,No,,,,,,,Getting credit,Government,Trainings related to doing business or management,Input suppliers/dealers,Yes,50000,10 - Very Good,4,10 - Very Good,2,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
4883884,6323,3,3,0,3,3,0,4000,Yes,No,Yes,40000,320000,UAH,,50000,UAH,0,0,No,No,,,,,,No,,No,,No,,No,,No,,Yes,No,No,Yes,No,No,Rather agree,DO NOT NEED ASSISTANCE,,,,No,,7,2,7,4,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
4983560,11073,,,7,,,5,3354,Yes,No,,,1200000,UAH,,1000000,UAH,0,0,Yes,Yes,,,,,Yes,,,,,,,,,,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,,,7,3,8,4,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
